experiment,method,role,model,task_id,n_candidates,best_true,acc_range,spearman,regret@1,nregret@1,hit@1,ndcg@1,regret@3,nregret@3,hit@3,ndcg@3,regret@5,nregret@5,hit@5,ndcg@5,regret@10,nregret@10,hit@10,ndcg@10
meta_only,global_default,baseline,,3,166.0,0.9978097622027535,0.9928035043804757,0.5155216951444666,0.00031289111389243285,0.00031515915537353145,0.0,0.9996848408446265,0.00031289111389243285,0.00031515915537353145,0.0,0.9991090346260575,0.00031289111389243285,0.00031515915537353145,0.0,0.997848632172693,0.0,0.0,0.0,0.9948171900644573
meta_only,global_default,baseline,,6,166.0,0.9809,0.94075,0.6822652310564401,0.09945000000000004,0.10571352644166893,0.0,0.8942864735583311,0.04664999999999997,0.049588094605368026,0.0,0.9216329809838418,0.0059499999999999,0.0063247408982194,0.0,0.9388930378488888,0.0059499999999999,0.0063247408982194,0.0,0.9187238491866689
meta_only,global_default,baseline,,11,174.0,1.0,0.5424,0.5226695823238288,0.016000000000000014,0.02949852507374634,0.0,0.9705014749262537,0.0048000000000000265,0.008849557522123942,0.0,0.9163980790406228,0.0048000000000000265,0.008849557522123942,0.0,0.9104194647990357,0.0016000000000000458,0.002949852507374716,0.0,0.8561512810814319
meta_only,global_default,baseline,,12,150.0,0.9840000000000001,0.8840000000000001,0.7653290052034543,0.006000000000000116,0.006787330316742212,0.0,0.9932126696832578,0.006000000000000116,0.006787330316742212,0.0,0.9833900793568073,0.0015000000000000568,0.0016968325791855844,0.0,0.9824740397170068,0.0015000000000000568,0.0016968325791855844,0.0,0.980164628732919
meta_only,global_default,baseline,,14,135.0,0.8805,0.7805,0.81014214497256,0.0040000000000000036,0.005124919923126206,0.0,0.9948750800768738,0.0040000000000000036,0.005124919923126206,0.0,0.9609573156451614,0.0040000000000000036,0.005124919923126206,0.0,0.9625094736965533,0.0040000000000000036,0.005124919923126206,0.0,0.9677709816090156
meta_only,global_default,baseline,,15,143.0,0.9756795422031473,0.32045779685264664,0.6273791193172313,0.0014306151645206988,0.0044642857142855735,0.0,0.9955357142857144,0.0,0.0,0.0,0.9912960344604818,0.0,0.0,0.0,0.9852436798953549,0.0,0.0,0.0,0.9870109653139091
meta_only,global_default,baseline,,16,125.0,0.9854999999999999,0.8855,0.7013636298103848,0.0009999999999998899,0.0011293054771314398,0.0,0.9988706945228686,0.0009999999999998899,0.0011293054771314398,0.0,0.9950263420839521,0.0009999999999998899,0.0011293054771314398,0.0,0.9947222080742792,0.0009999999999998899,0.0011293054771314398,0.0,0.9871664635158505
meta_only,global_default,baseline,,18,138.0,0.772,0.673,0.8005045562739772,0.020500000000000074,0.030460624071322544,0.0,0.9695393759286774,0.013000000000000012,0.01931649331352156,0.0,0.9657762199617848,0.013000000000000012,0.01931649331352156,0.0,0.9665084988749129,0.0024999999999999467,0.0037147102526002176,0.0,0.9762331893356595
meta_only,global_default,baseline,,22,120.0,0.907,0.8460000000000001,0.6869805790725435,0.03249999999999997,0.03841607565011817,0.0,0.9615839243498818,0.03249999999999997,0.03841607565011817,0.0,0.8931618846788704,0.03249999999999997,0.03841607565011817,0.0,0.8723520542633301,0.007000000000000006,0.008274231678487004,0.0,0.9070066759984297
meta_only,global_default,baseline,,23,166.0,0.5743380855397149,0.2016293279022403,0.7451711389983757,0.0054310855397148305,0.026935989898989716,0.0,0.9730640101010103,0.0054310855397148305,0.026935989898989716,0.0,0.9534000036658556,0.00407308553971486,0.02020085858585855,0.0,0.9643577935633152,0.00407308553971486,0.02020085858585855,0.0,0.9258347918552383
